id,response,response_no,plot_location,time_taken,conf_level,choice_reason,sample_size,param_value,test_param,p_value,pic_id,pic_name,experiment,difficulty,description
39,FALSE,1,20,32,2,123,30,80_1_1,p_noise_d,NA,1283,plot_large_p_small_n_30_80_1_1_1.png,turk7,4,turk7
39,TRUE,1,1,48,2,12,30,20_0_2,p_noise_d,NA,1291,plot_large_p_small_n_30_20_0_2_3.png,turk7,1,turk7
39,FALSE,1,10,40,5,3,30,20_1_2,p_noise_d,NA,1304,plot_large_p_small_n_30_20_1_2_1.png,turk7,4,turk7
39,TRUE,2,2,13,2,1,30,10_0_2,p_noise_d,NA,1258,plot_large_p_small_n_30_10_0_2_5.png,turk7,0,turk7
39,FALSE,6,2,37,4,2,30,20_1_1,p_noise_d,NA,1276,plot_large_p_small_n_30_20_1_1_3.png,turk7,4,turk7
39,TRUE,10,10,36,3,123,30,100_0_1,p_noise_d,NA,1272,plot_large_p_small_n_30_100_0_1_2.png,turk7,2,turk7
39,FALSE,1,9,30,2,1,30,40_0_2,p_noise_d,NA,1292,plot_large_p_small_n_30_40_0_2_1.png,turk7,3,turk7
40,FALSE,11,9,16,4,1,30,60_1_1,p_noise_d,NA,1282,plot_large_p_small_n_30_60_1_1_3.png,turk7,4,turk7
40,FALSE,15,14,48,5,1,30,60_1_2,p_noise_d,NA,1311,plot_large_p_small_n_30_60_1_2_2.png,turk7,4,turk7
40,FALSE,1,12,15,5,123,30,60_0_2,p_noise_d,NA,1296,plot_large_p_small_n_30_60_0_2_2.png,turk7,3,turk7
40,FALSE,2,15,36,5,1,30,100_0_1,p_noise_d,NA,1273,plot_large_p_small_n_30_100_0_1_3.png,turk7,2,turk7
40,TRUE,9,9,12,5,1,30,20_0_1,p_noise_d,NA,1260,plot_large_p_small_n_30_20_0_1_2.png,turk7,1,turk7
40,TRUE,9,9,26,5,1,30,40_0_1,p_noise_d,NA,1263,plot_large_p_small_n_30_40_0_1_2.png,turk7,2,turk7
40,FALSE,20,13,20,5,1,30,100_0_2,p_noise_d,NA,1301,plot_large_p_small_n_30_100_0_2_1.png,turk7,3,turk7
40,FALSE,6,9,52,5,1,50,40_1_2,p_noise_d,NA,1324,plot_wasp_30_40_1_2_3.png,turk7,5,turk7
40,TRUE,12,12,13,5,1,30,10_0_1,p_noise_d,NA,1252,plot_large_p_small_n_30_10_0_1_4.png,turk7,0,turk7
40,FALSE,20,5,21,5,2,30,20_1_1,p_noise_d,NA,1274,plot_large_p_small_n_30_20_1_1_1.png,turk7,4,turk7
41,FALSE,2,19,125,1,3,30,100_0_1,p_noise_d,NA,1271,plot_large_p_small_n_30_100_0_1_1.png,turk7,2,turk7
41,FALSE,1,20,114,1,1,30,80_1_1,p_noise_d,NA,1283,plot_large_p_small_n_30_80_1_1_1.png,turk7,4,turk7
41,FALSE,2,3,129,1,1,30,80_1_2,p_noise_d,NA,1314,plot_large_p_small_n_30_80_1_2_2.png,turk7,4,turk7
41,TRUE,17,17,48,1,1,30,40_0_2,p_noise_d,NA,1294,plot_large_p_small_n_30_40_0_2_3.png,turk7,3,turk7
41,TRUE,13,13,59,1,1,30,10_0_1,p_noise_d,NA,1253,plot_large_p_small_n_30_10_0_1_5.png,turk7,0,turk7
41,TRUE,10,10,49,1,1,30,10_0_1,p_noise_d,NA,1249,plot_large_p_small_n_30_10_0_1_1.png,turk7,0,turk7
41,FALSE,14,8,93,1,1,50,40_0_2,p_noise_d,NA,1319,plot_wasp_30_40_0_2_1.png,turk7,5,turk7
41,FALSE,13,1,66,1,1,30,100_1_2,p_noise_d,NA,1318,plot_large_p_small_n_30_100_1_2_3.png,turk7,4,turk7
41,FALSE,20,13,71,1,1,30,100_0_2,p_noise_d,NA,1301,plot_large_p_small_n_30_100_0_2_1.png,turk7,3,turk7
41,TRUE,18,18,73,1,1,30,80_0_1,p_noise_d,NA,1268,plot_large_p_small_n_30_80_0_1_1.png,turk7,2,turk7
41,FALSE,1,12,87,1,1,30,40_1_2,p_noise_d,NA,1307,plot_large_p_small_n_30_40_1_2_1.png,turk7,4,turk7
41,TRUE,9,9,29,1,1,30,20_0_2,p_noise_d,NA,1289,plot_large_p_small_n_30_20_0_2_1.png,turk7,1,turk7
42,FALSE,17,2,50,1,1,30,20_1_1,p_noise_d,NA,1276,plot_large_p_small_n_30_20_1_1_3.png,turk7,4,turk7
42,TRUE,12,12,17,1,5,30,10_0_1,p_noise_d,NA,1252,plot_large_p_small_n_30_10_0_1_4.png,turk7,0,turk7
42,TRUE,10,10,18,1,1,30,10_0_1,p_noise_d,NA,1249,plot_large_p_small_n_30_10_0_1_1.png,turk7,0,turk7
42,FALSE,12,2,30,1,5,50,40_0_2,p_noise_d,NA,1320,plot_wasp_30_40_0_2_2.png,turk7,5,turk7
42,TRUE,17,17,21,1,1,30,20_0_1,p_noise_d,NA,1259,plot_large_p_small_n_30_20_0_1_1.png,turk7,1,turk7
42,TRUE,5,5,73,1,1,30,60_0_1,p_noise_d,NA,1266,plot_large_p_small_n_30_60_0_1_2.png,turk7,2,turk7
42,FALSE,2,16,75,1,5,30,80_1_2,p_noise_d,NA,1313,plot_large_p_small_n_30_80_1_2_1.png,turk7,4,turk7
42,FALSE,3,1,68,1,1,30,100_1_1,p_noise_d,NA,1288,plot_large_p_small_n_30_100_1_1_3.png,turk7,4,turk7
42,TRUE,15,15,51,1,1,30,60_0_2,p_noise_d,NA,1297,plot_large_p_small_n_30_60_0_2_3.png,turk7,3,turk7
42,FALSE,1,11,66,1,1,30,40_0_2,p_noise_d,NA,1293,plot_large_p_small_n_30_40_0_2_2.png,turk7,3,turk7
42,TRUE,10,10,24,1,1,30,10_0_1,p_noise_d,NA,1249,plot_large_p_small_n_30_10_0_1_1.png,turk7,0,turk7
42,FALSE,17,2,25,1,5,30,20_1_1,p_noise_d,NA,1276,plot_large_p_small_n_30_20_1_1_3.png,turk7,4,turk7
42,FALSE,16,8,49,1,1,30,80_1_2,p_noise_d,NA,1315,plot_large_p_small_n_30_80_1_2_3.png,turk7,4,turk7
42,FALSE,2,10,28,1,1,30,20_1_2,p_noise_d,NA,1304,plot_large_p_small_n_30_20_1_2_1.png,turk7,4,turk7
42,FALSE,4,15,66,1,5,30,20_1_2,p_noise_d,NA,1305,plot_large_p_small_n_30_20_1_2_2.png,turk7,4,turk7
42,TRUE,15,15,37,1,1,30,100_0_1,p_noise_d,NA,1273,plot_large_p_small_n_30_100_0_1_3.png,turk7,2,turk7
42,FALSE,8,1,61,1,15,50,40_0_2,p_noise_d,NA,1321,plot_wasp_30_40_0_2_3.png,turk7,5,turk7
42,FALSE,20,19,23,1,5,30,80_0_2,p_noise_d,NA,1298,plot_large_p_small_n_30_80_0_2_1.png,turk7,3,turk7
42,FALSE,1,8,13,1,1,30,80_1_2,p_noise_d,NA,1315,plot_large_p_small_n_30_80_1_2_3.png,turk7,4,turk7
42,FALSE,5,20,15,1,5,30,100_1_2,p_noise_d,NA,1316,plot_large_p_small_n_30_100_1_2_1.png,turk7,4,turk7
42,TRUE,6,6,16,1,1,30,10_0_1,p_noise_d,NA,1250,plot_large_p_small_n_30_10_0_1_2.png,turk7,0,turk7
42,TRUE,6,6,12,1,5,30,10_0_2,p_noise_d,NA,1256,plot_large_p_small_n_30_10_0_2_3.png,turk7,0,turk7
42,TRUE,2,2,12,1,1,30,10_0_2,p_noise_d,NA,1258,plot_large_p_small_n_30_10_0_2_5.png,turk7,0,turk7
42,FALSE,1,20,41,1,1,30,40_1_2,p_noise_d,NA,1309,plot_large_p_small_n_30_40_1_2_3.png,turk7,4,turk7
42,TRUE,17,17,36,1,1,30,40_0_2,p_noise_d,NA,1294,plot_large_p_small_n_30_40_0_2_3.png,turk7,3,turk7
42,FALSE,3,15,66,1,1,30,80_1_1,p_noise_d,NA,1285,plot_large_p_small_n_30_80_1_1_3.png,turk7,4,turk7
42,TRUE,9,9,17,1,1,30,10_0_1,p_noise_d,NA,1251,plot_large_p_small_n_30_10_0_1_3.png,turk7,0,turk7
42,TRUE,9,9,18,1,5,30,10_0_1,p_noise_d,NA,1251,plot_large_p_small_n_30_10_0_1_3.png,turk7,0,turk7
42,TRUE,10,10,29,1,1,30,40_0_1,p_noise_d,NA,1262,plot_large_p_small_n_30_40_0_1_1.png,turk7,2,turk7
42,TRUE,9,9,49,1,5,30,40_0_1,p_noise_d,NA,1263,plot_large_p_small_n_30_40_0_1_2.png,turk7,2,turk7
42,TRUE,9,9,18,1,1,30,10_0_1,p_noise_d,NA,1251,plot_large_p_small_n_30_10_0_1_3.png,turk7,0,turk7
42,FALSE,16,20,37,1,5,30,100_1_2,p_noise_d,NA,1316,plot_large_p_small_n_30_100_1_2_1.png,turk7,4,turk7
42,FALSE,6,9,39,1,2,30,40_0_1,p_noise_d,NA,1263,plot_large_p_small_n_30_40_0_1_2.png,turk7,2,turk7
42,FALSE,15,12,31,1,5,30,40_1_1,p_noise_d,NA,1277,plot_large_p_small_n_30_40_1_1_1.png,turk7,4,turk7
42,FALSE,1,11,34,1,5,30,40_0_2,p_noise_d,NA,1293,plot_large_p_small_n_30_40_0_2_2.png,turk7,3,turk7
42,FALSE,2,19,27,1,1,30,80_0_2,p_noise_d,NA,1298,plot_large_p_small_n_30_80_0_2_1.png,turk7,3,turk7
42,FALSE,2,16,98,1,5,30,100_0_2,p_noise_d,NA,1302,plot_large_p_small_n_30_100_0_2_2.png,turk7,3,turk7
42,FALSE,15,8,61,1,5,50,40_0_2,p_noise_d,NA,1319,plot_wasp_30_40_0_2_1.png,turk7,5,turk7
42,TRUE,11,11,81,1,1,30,60_0_2,p_noise_d,NA,1295,plot_large_p_small_n_30_60_0_2_1.png,turk7,3,turk7
43,FALSE,1,10,44,1,2,30,60_1_1,p_noise_d,NA,1280,plot_large_p_small_n_30_60_1_1_1.png,turk7,4,turk7
43,FALSE,10,20,45,1,1,30,60_1_1,p_noise_d,NA,1281,plot_large_p_small_n_30_60_1_1_2.png,turk7,4,turk7
43,TRUE,9,9,99,1,2,30,40_0_2,p_noise_d,NA,1292,plot_large_p_small_n_30_40_0_2_1.png,turk7,3,turk7
43,TRUE,10,10,99,1,2,30,100_0_1,p_noise_d,NA,1272,plot_large_p_small_n_30_100_0_1_2.png,turk7,2,turk7
43,FALSE,1,10,58,1,2,30,60_1_1,p_noise_d,NA,1280,plot_large_p_small_n_30_60_1_1_1.png,turk7,4,turk7
43,TRUE,18,18,63,1,2,30,60_0_1,p_noise_d,NA,1265,plot_large_p_small_n_30_60_0_1_1.png,turk7,2,turk7
43,FALSE,16,9,49,1,2,50,40_1_2,p_noise_d,NA,1324,plot_wasp_30_40_1_2_3.png,turk7,5,turk7
43,TRUE,13,13,28,1,2,30,10_0_1,p_noise_d,NA,1253,plot_large_p_small_n_30_10_0_1_5.png,turk7,0,turk7
43,TRUE,9,9,26,1,1,30,20_0_1,p_noise_d,NA,1260,plot_large_p_small_n_30_20_0_1_2.png,turk7,1,turk7
43,TRUE,9,9,14,1,1,30,20_0_1,p_noise_d,NA,1260,plot_large_p_small_n_30_20_0_1_2.png,turk7,1,turk7
43,FALSE,20,8,34,1,12,30,100_1_1,p_noise_d,NA,1286,plot_large_p_small_n_30_100_1_1_1.png,turk7,4,turk7
43,FALSE,8,11,55,1,1,30,60_0_2,p_noise_d,NA,1295,plot_large_p_small_n_30_60_0_2_1.png,turk7,3,turk7
44,FALSE,4,14,17,5,124,30,80_1_1,p_noise_d,NA,1284,plot_large_p_small_n_30_80_1_1_2.png,turk7,4,turk7
44,FALSE,3,10,7,3,3,30,10_0_1,p_noise_d,NA,1249,plot_large_p_small_n_30_10_0_1_1.png,turk7,0,turk7
44,FALSE,11,8,14,5,234,50,40_0_2,p_noise_d,NA,1319,plot_wasp_30_40_0_2_1.png,turk7,5,turk7
44,FALSE,7,5,11,4,23,30,20_1_1,p_noise_d,NA,1275,plot_large_p_small_n_30_20_1_1_2.png,turk7,4,turk7
44,FALSE,12,20,8,5,23,30,80_0_2,p_noise_d,NA,1300,plot_large_p_small_n_30_80_0_2_3.png,turk7,3,turk7
44,TRUE,6,6,17,4,23,30,20_0_2,p_noise_d,NA,1290,plot_large_p_small_n_30_20_0_2_2.png,turk7,1,turk7
44,FALSE,3,1,7,4,23,30,20_0_2,p_noise_d,NA,1291,plot_large_p_small_n_30_20_0_2_3.png,turk7,1,turk7
44,FALSE,2,15,79,5,1,30,80_0_1,p_noise_d,NA,1269,plot_large_p_small_n_30_80_0_1_2.png,turk7,2,turk7
44,FALSE,10,11,15,4,34,30,60_0_2,p_noise_d,NA,1295,plot_large_p_small_n_30_60_0_2_1.png,turk7,3,turk7
44,FALSE,3,4,14,5,1,30,40_0_1,p_noise_d,NA,1264,plot_large_p_small_n_30_40_0_1_3.png,turk7,2,turk7
44,FALSE,7,11,14,5,234,30,60_1_2,p_noise_d,NA,1312,plot_large_p_small_n_30_60_1_2_3.png,turk7,4,turk7
44,FALSE,5,8,23,5,234,30,80_1_2,p_noise_d,NA,1315,plot_large_p_small_n_30_80_1_2_3.png,turk7,4,turk7
45,FALSE,12,2,21,3,5,30,20_1_1,p_noise_d,NA,1276,plot_large_p_small_n_30_20_1_1_3.png,turk7,4,turk7
45,FALSE,8,20,32,3,1,30,100_1_2,p_noise_d,NA,1316,plot_large_p_small_n_30_100_1_2_1.png,turk7,4,turk7
45,TRUE,1,1,26,1,1,30,20_0_2,p_noise_d,NA,1291,plot_large_p_small_n_30_20_0_2_3.png,turk7,1,turk7
45,FALSE,20,9,19,3,1,50,40_1_2,p_noise_d,NA,1323,plot_wasp_30_40_1_2_2.png,turk7,5,turk7
45,FALSE,1,12,13,1,12,30,60_0_2,p_noise_d,NA,1296,plot_large_p_small_n_30_60_0_2_2.png,turk7,3,turk7
45,TRUE,11,11,11,2,1,30,40_0_2,p_noise_d,NA,1293,plot_large_p_small_n_30_40_0_2_2.png,turk7,3,turk7
45,TRUE,10,10,13,2,1,30,10_0_1,p_noise_d,NA,1249,plot_large_p_small_n_30_10_0_1_1.png,turk7,0,turk7
45,FALSE,3,10,22,2,12,30,20_1_2,p_noise_d,NA,1304,plot_large_p_small_n_30_20_1_2_1.png,turk7,4,turk7
45,FALSE,5,18,15,2,1,30,80_0_1,p_noise_d,NA,1268,plot_large_p_small_n_30_80_0_1_1.png,turk7,2,turk7
45,TRUE,10,10,14,2,1,30,40_0_1,p_noise_d,NA,1262,plot_large_p_small_n_30_40_0_1_1.png,turk7,2,turk7
46,TRUE,14,14,94,3,2,50,40_1_2,p_noise_d,NA,1322,plot_wasp_30_40_1_2_1.png,turk7,5,turk7
46,TRUE,17,17,84,1,2,30,40_0_2,p_noise_d,NA,1294,plot_large_p_small_n_30_40_0_2_3.png,turk7,3,turk7
46,FALSE,10,20,79,3,2,30,100_1_2,p_noise_d,NA,1316,plot_large_p_small_n_30_100_1_2_1.png,turk7,4,turk7
46,FALSE,15,4,60,3,2,30,40_1_2,p_noise_d,NA,1308,plot_large_p_small_n_30_40_1_2_2.png,turk7,4,turk7
46,FALSE,1,20,60,1,1,30,80_1_1,p_noise_d,NA,1283,plot_large_p_small_n_30_80_1_1_1.png,turk7,4,turk7
46,FALSE,12,19,144,4,2,30,80_0_2,p_noise_d,NA,1298,plot_large_p_small_n_30_80_0_2_1.png,turk7,3,turk7
46,FALSE,2,19,54,2,1,30,100_0_1,p_noise_d,NA,1271,plot_large_p_small_n_30_100_0_1_1.png,turk7,2,turk7
46,TRUE,4,4,84,3,1,30,40_0_1,p_noise_d,NA,1264,plot_large_p_small_n_30_40_0_1_3.png,turk7,2,turk7
46,TRUE,6,6,23,1,2,30,10_0_2,p_noise_d,NA,1256,plot_large_p_small_n_30_10_0_2_3.png,turk7,0,turk7
46,TRUE,1,1,21,1,2,30,20_0_2,p_noise_d,NA,1291,plot_large_p_small_n_30_20_0_2_3.png,turk7,1,turk7
47,TRUE,6,6,14,1,1,30,10_0_2,p_noise_d,NA,1256,plot_large_p_small_n_30_10_0_2_3.png,turk7,0,turk7
47,TRUE,12,12,43,2,14,30,60_0_2,p_noise_d,NA,1296,plot_large_p_small_n_30_60_0_2_2.png,turk7,3,turk7
47,FALSE,1,20,119,2,2,30,80_1_1,p_noise_d,NA,1283,plot_large_p_small_n_30_80_1_1_1.png,turk7,4,turk7
47,TRUE,9,9,24,1,14,30,20_0_2,p_noise_d,NA,1289,plot_large_p_small_n_30_20_0_2_1.png,turk7,1,turk7
47,TRUE,20,20,88,3,14,30,80_0_2,p_noise_d,NA,1300,plot_large_p_small_n_30_80_0_2_3.png,turk7,3,turk7
47,TRUE,10,10,30,1,2,30,40_0_1,p_noise_d,NA,1262,plot_large_p_small_n_30_40_0_1_1.png,turk7,2,turk7
47,TRUE,9,9,17,2,2,30,40_0_1,p_noise_d,NA,1263,plot_large_p_small_n_30_40_0_1_2.png,turk7,2,turk7
47,FALSE,4,11,223,2,14,30,60_1_2,p_noise_d,NA,1312,plot_large_p_small_n_30_60_1_2_3.png,turk7,4,turk7
47,FALSE,15,14,48,2,14,30,60_1_2,p_noise_d,NA,1311,plot_large_p_small_n_30_60_1_2_2.png,turk7,4,turk7
47,FALSE,16,9,23,2,1,50,40_1_2,p_noise_d,NA,1324,plot_wasp_30_40_1_2_3.png,turk7,5,turk7
48,FALSE,4,11,44,4,1,30,60_1_2,p_noise_d,NA,1312,plot_large_p_small_n_30_60_1_2_3.png,turk7,4,turk7
48,TRUE,5,5,39,1,1,30,80_0_1,p_noise_d,NA,1270,plot_large_p_small_n_30_80_0_1_3.png,turk7,2,turk7
48,FALSE,1,12,35,4,3,30,60_0_2,p_noise_d,NA,1296,plot_large_p_small_n_30_60_0_2_2.png,turk7,3,turk7
48,FALSE,14,8,76,3,3,50,40_0_2,p_noise_d,NA,1319,plot_wasp_30_40_0_2_1.png,turk7,5,turk7
48,FALSE,19,16,57,2,1,30,100_0_2,p_noise_d,NA,1302,plot_large_p_small_n_30_100_0_2_2.png,turk7,3,turk7
49,TRUE,6,6,22,1,3,30,20_0_2,p_noise_d,NA,1290,plot_large_p_small_n_30_20_0_2_2.png,turk7,1,turk7
49,TRUE,17,17,17,1,1,30,40_0_2,p_noise_d,NA,1294,plot_large_p_small_n_30_40_0_2_3.png,turk7,3,turk7
49,TRUE,11,11,26,3,1,30,40_0_2,p_noise_d,NA,1293,plot_large_p_small_n_30_40_0_2_2.png,turk7,3,turk7
49,FALSE,7,8,29,4,1,50,40_0_2,p_noise_d,NA,1319,plot_wasp_30_40_0_2_1.png,turk7,5,turk7
49,TRUE,5,5,25,1,13,30,80_0_1,p_noise_d,NA,1270,plot_large_p_small_n_30_80_0_1_3.png,turk7,2,turk7
49,FALSE,7,8,29,4,1,50,40_0_2,p_noise_d,NA,1319,plot_wasp_30_40_0_2_1.png,turk7,5,turk7
49,FALSE,2,9,36,2,1,30,40_0_1,p_noise_d,NA,1263,plot_large_p_small_n_30_40_0_1_2.png,turk7,2,turk7
49,FALSE,20,19,33,2,1,30,100_0_1,p_noise_d,NA,1271,plot_large_p_small_n_30_100_0_1_1.png,turk7,2,turk7
49,FALSE,17,20,27,4,1,30,40_1_2,p_noise_d,NA,1309,plot_large_p_small_n_30_40_1_2_3.png,turk7,4,turk7
49,FALSE,14,11,30,2,1,30,60_0_2,p_noise_d,NA,1295,plot_large_p_small_n_30_60_0_2_1.png,turk7,3,turk7
49,FALSE,12,20,42,4,1,30,100_1_2,p_noise_d,NA,1316,plot_large_p_small_n_30_100_1_2_1.png,turk7,4,turk7
49,FALSE,6,5,26,5,1,30,20_1_1,p_noise_d,NA,1274,plot_large_p_small_n_30_20_1_1_1.png,turk7,4,turk7
50,FALSE,6,20,16,1,5,30,100_1_2,p_noise_d,NA,1316,plot_large_p_small_n_30_100_1_2_1.png,turk7,4,turk7
50,TRUE,9,9,35,1,1,30,40_0_2,p_noise_d,NA,1292,plot_large_p_small_n_30_40_0_2_1.png,turk7,3,turk7
50,FALSE,4,17,9,1,1,30,40_0_2,p_noise_d,NA,1294,plot_large_p_small_n_30_40_0_2_3.png,turk7,3,turk7
50,FALSE,2,14,9,1,1,50,40_1_2,p_noise_d,NA,1322,plot_wasp_30_40_1_2_1.png,turk7,5,turk7
50,FALSE,13,8,25,1,1,30,100_1_1,p_noise_d,NA,1286,plot_large_p_small_n_30_100_1_1_1.png,turk7,4,turk7
50,TRUE,2,2,8,1,1,30,10_0_2,p_noise_d,NA,1258,plot_large_p_small_n_30_10_0_2_5.png,turk7,0,turk7
50,FALSE,20,18,25,1,1,30,80_0_1,p_noise_d,NA,1268,plot_large_p_small_n_30_80_0_1_1.png,turk7,2,turk7
50,FALSE,10,15,19,1,1,30,20_1_2,p_noise_d,NA,1305,plot_large_p_small_n_30_20_1_2_2.png,turk7,4,turk7
50,FALSE,16,13,37,1,1,30,40_1_1,p_noise_d,NA,1278,plot_large_p_small_n_30_40_1_1_2.png,turk7,4,turk7
50,TRUE,9,9,9,1,1,30,20_0_2,p_noise_d,NA,1289,plot_large_p_small_n_30_20_0_2_1.png,turk7,1,turk7
50,TRUE,10,10,14,1,1,30,40_0_1,p_noise_d,NA,1262,plot_large_p_small_n_30_40_0_1_1.png,turk7,2,turk7
51,FALSE,1,15,52,3,3,30,20_1_2,p_noise_d,NA,1305,plot_large_p_small_n_30_20_1_2_2.png,turk7,4,turk7
51,FALSE,12,20,43,4,1,30,100_1_2,p_noise_d,NA,1316,plot_large_p_small_n_30_100_1_2_1.png,turk7,4,turk7
51,TRUE,17,17,25,5,1,30,20_0_1,p_noise_d,NA,1259,plot_large_p_small_n_30_20_0_1_1.png,turk7,1,turk7
51,FALSE,9,13,31,4,1,30,40_1_1,p_noise_d,NA,1278,plot_large_p_small_n_30_40_1_1_2.png,turk7,4,turk7
51,TRUE,17,17,51,5,1,30,40_0_2,p_noise_d,NA,1294,plot_large_p_small_n_30_40_0_2_3.png,turk7,3,turk7
51,FALSE,1,14,62,4,1,30,10_0_2,p_noise_d,NA,1257,plot_large_p_small_n_30_10_0_2_4.png,turk7,0,turk7
51,FALSE,20,19,44,5,1,30,100_0_1,p_noise_d,NA,1271,plot_large_p_small_n_30_100_0_1_1.png,turk7,2,turk7
51,FALSE,20,12,42,5,1,30,80_0_2,p_noise_d,NA,1299,plot_large_p_small_n_30_80_0_2_2.png,turk7,3,turk7
51,FALSE,6,15,47,4,1,30,80_0_1,p_noise_d,NA,1269,plot_large_p_small_n_30_80_0_1_2.png,turk7,2,turk7
51,FALSE,20,9,26,5,1,50,40_1_2,p_noise_d,NA,1323,plot_wasp_30_40_1_2_2.png,turk7,5,turk7
52,FALSE,7,11,76,1,1,30,60_1_2,p_noise_d,NA,1312,plot_large_p_small_n_30_60_1_2_3.png,turk7,4,turk7
52,FALSE,15,14,64,1,1,30,60_1_2,p_noise_d,NA,1311,plot_large_p_small_n_30_60_1_2_2.png,turk7,4,turk7
52,FALSE,6,8,52,1,12,30,80_1_2,p_noise_d,NA,1315,plot_large_p_small_n_30_80_1_2_3.png,turk7,4,turk7
52,TRUE,15,15,47,1,1,30,100_0_1,p_noise_d,NA,1273,plot_large_p_small_n_30_100_0_1_3.png,turk7,2,turk7
52,TRUE,9,9,49,1,1,30,20_0_2,p_noise_d,NA,1289,plot_large_p_small_n_30_20_0_2_1.png,turk7,1,turk7
52,TRUE,18,18,70,1,1,30,80_0_1,p_noise_d,NA,1268,plot_large_p_small_n_30_80_0_1_1.png,turk7,2,turk7
52,FALSE,1,19,51,1,1,30,80_0_2,p_noise_d,NA,1298,plot_large_p_small_n_30_80_0_2_1.png,turk7,3,turk7
52,TRUE,6,6,68,1,1,30,10_0_2,p_noise_d,NA,1256,plot_large_p_small_n_30_10_0_2_3.png,turk7,0,turk7
52,FALSE,6,14,38,1,1,50,40_1_2,p_noise_d,NA,1322,plot_wasp_30_40_1_2_1.png,turk7,5,turk7
52,TRUE,9,9,55,1,1,30,40_0_2,p_noise_d,NA,1292,plot_large_p_small_n_30_40_0_2_1.png,turk7,3,turk7
53,FALSE,2,19,31,3,1,30,80_0_2,p_noise_d,NA,1298,plot_large_p_small_n_30_80_0_2_1.png,turk7,3,turk7
53,FALSE,1,3,26,3,1,30,80_1_2,p_noise_d,NA,1314,plot_large_p_small_n_30_80_1_2_2.png,turk7,4,turk7
53,FALSE,20,9,41,3,1,30,100_1_2,p_noise_d,NA,1317,plot_large_p_small_n_30_100_1_2_2.png,turk7,4,turk7
53,FALSE,11,9,30,3,1,50,40_1_2,p_noise_d,NA,1323,plot_wasp_30_40_1_2_2.png,turk7,5,turk7
53,TRUE,12,12,17,5,2,30,10_0_1,p_noise_d,NA,1252,plot_large_p_small_n_30_10_0_1_4.png,turk7,0,turk7
53,FALSE,2,20,53,3,1,30,80_0_2,p_noise_d,NA,1300,plot_large_p_small_n_30_80_0_2_3.png,turk7,3,turk7
53,FALSE,2,9,45,4,2,30,40_0_1,p_noise_d,NA,1263,plot_large_p_small_n_30_40_0_1_2.png,turk7,2,turk7
53,FALSE,10,20,56,3,2,30,60_1_1,p_noise_d,NA,1281,plot_large_p_small_n_30_60_1_1_2.png,turk7,4,turk7
53,FALSE,14,19,37,3,2,30,100_0_1,p_noise_d,NA,1271,plot_large_p_small_n_30_100_0_1_1.png,turk7,2,turk7
53,TRUE,9,9,24,3,2,30,20_0_1,p_noise_d,NA,1260,plot_large_p_small_n_30_20_0_1_2.png,turk7,1,turk7
54,FALSE,3,15,43,1,1,30,80_1_1,p_noise_d,NA,1285,plot_large_p_small_n_30_80_1_1_3.png,turk7,4,turk7
54,FALSE,16,14,32,1,2,50,40_1_2,p_noise_d,NA,1322,plot_wasp_30_40_1_2_1.png,turk7,5,turk7
54,FALSE,15,14,69,1,1,30,60_1_2,p_noise_d,NA,1311,plot_large_p_small_n_30_60_1_2_2.png,turk7,4,turk7
54,TRUE,11,11,49,2,1,30,60_0_2,p_noise_d,NA,1295,plot_large_p_small_n_30_60_0_2_1.png,turk7,3,turk7
54,TRUE,11,11,36,2,1,30,40_0_2,p_noise_d,NA,1293,plot_large_p_small_n_30_40_0_2_2.png,turk7,3,turk7
54,TRUE,10,10,62,1,1,30,40_0_1,p_noise_d,NA,1262,plot_large_p_small_n_30_40_0_1_1.png,turk7,2,turk7
54,TRUE,10,10,39,1,1,30,100_0_1,p_noise_d,NA,1272,plot_large_p_small_n_30_100_0_1_2.png,turk7,2,turk7
54,FALSE,11,9,32,1,1,30,60_1_1,p_noise_d,NA,1282,plot_large_p_small_n_30_60_1_1_3.png,turk7,4,turk7
54,TRUE,1,1,33,1,1,30,20_0_2,p_noise_d,NA,1291,plot_large_p_small_n_30_20_0_2_3.png,turk7,1,turk7
54,TRUE,6,6,79,1,2,30,10_0_2,p_noise_d,NA,1255,plot_large_p_small_n_30_10_0_2_2.png,turk7,0,turk7
55,FALSE,5,14,51,5,4,50,40_1_2,p_noise_d,NA,1322,plot_wasp_30_40_1_2_1.png,turk7,5,turk7
55,FALSE,1,15,39,4,1,30,20_1_2,p_noise_d,NA,1305,plot_large_p_small_n_30_20_1_2_2.png,turk7,4,turk7
55,TRUE,9,9,25,5,1,30,10_0_1,p_noise_d,NA,1251,plot_large_p_small_n_30_10_0_1_3.png,turk7,0,turk7
55,TRUE,17,17,32,4,1,30,40_0_2,p_noise_d,NA,1294,plot_large_p_small_n_30_40_0_2_3.png,turk7,3,turk7
55,TRUE,17,17,31,5,1,30,20_0_1,p_noise_d,NA,1259,plot_large_p_small_n_30_20_0_1_1.png,turk7,1,turk7
55,FALSE,20,4,31,4,1,30,40_0_1,p_noise_d,NA,1264,plot_large_p_small_n_30_40_0_1_3.png,turk7,2,turk7
55,TRUE,11,11,33,4,1,30,40_0_2,p_noise_d,NA,1293,plot_large_p_small_n_30_40_0_2_2.png,turk7,3,turk7
